acousticness,artists,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
0.995,"['Giorgos Mitsakis', 'Γιάννης Τατασσόπουλος']",0.685,211547,0.1,0.00582,4,0.154,-16.389,0,Δεν πειράζει,0,01-01-1953,0.0696,84.767,0.775,1953
0.993,['Στάρος Παγιουμτζής'],0.664,182227,0.231,0.0172,2,0.0969,-15.482,1,Γιατί μου το 'κρυψες,0,01-01-1953,0.0622,109.659,0.82,1953
0.994,"['Jairam Shiledar', 'Lata Mangeshkar']",0.51,183600,0.127,0.917,7,0.116,-15.086,1,Vithal Maaza Jeev,0,31-12-1953,0.113,63.502,0.519,1953
0.991,['Lata Mangeshkar'],0.413,205360,0.209,0.856,3,0.0905,-15.905,1,Man Mile Jithe Doghanche,0,31-12-1953,0.0684,174.942,0.709,1953
0.948,"['Giacomo Puccini', 'Alvaro Cordova/Orchestra del Teatro alla Scala, Milano/Victor de Sabata', 'Alvaro Cordova', 'Orchestra Del Teatro Alla Scala, Milano', 'Victor de Sabata']",0.211,344573,0.0208,0.75,4,0.0897,-31.947,1,"Puccini: Tosca, Act 3: ""Io de' sospiri"" (Shepherd)",2,1953,0.0349,104.016,0.0397,1953
0.944,"['Max Bruch', 'Eugene Ormandy', 'Philadelphia Orchestra']",0.152,522147,0.126,0.469,3,0.168,-22.565,1,II. Adagio,2,1953,0.0417,101.184,0.0785,1953
0.927,['Alan Mills'],0.653,147213,0.101,0,1,0.116,-17.927,1,Two Jinkers,0,01-01-1953,0.153,91.747,0.453,1953
0.994,"['Claude Debussy', 'Walter Gieseking']",0.308,201208,0.0668,0.923,10,0.141,-22.672,0,"Debussy: 12 Études, L. 143, L. 136: II. Pour les tierces",1,1953,0.0342,103.498,0.0737,1953
0.841,"['Anne Lloyd', 'Jimmy Carroll']",0.28,187279,0.403,0.000724,7,0.397,-7.229,1,Song from Moulin Rouge,0,01-08-1953,0.0322,75.649,0.185,1953
0.888,['Calcutta Youth Choir'],0.494,243147,0.53,0,3,0.175,-10.393,1,Bharat Jatri Prabhatilo Ratri,0,01-12-1953,0.0485,129.099,0.698,1953
0.921,['Jazz Majestic Orchestra'],0.507,157040,0.756,0.0214,9,0.15,-10.395,1,Trois Fois Trois (Three Times Three),0,01-01-1953,0.0891,113.101,0.778,1953
0.984,"['Vincenzo Bellini', 'Maria Callas', 'Nicola Rossi-Lemeni', 'Orchestra Del Teatro Alla Scala, Milano', 'Rolando Panerai', 'Tullio Serafin']",0.298,600973,0.219,0.00148,3,0.104,-15.602,1,"Bellini: I Puritani, Act 2: ""O rendetemi la speme ... Qui la voce sua soave mi chiamava"" (Elvira, Giorgio, Riccardo)",3,1953,0.048,86.412,0.0898,1953
0.3,['Gisela Prugel'],0.643,120100,0.239,0,7,0.482,-22.483,1,Kapitel 2 - Apoll an der Seine,0,15-07-1953,0.894,108.886,0.469,1953
0.983,"['Arthur Sullivan', 'Jeffrey Skitch', 'New Symphony Orchestra', 'Isidore Godfrey']",0.253,175280,0.0662,0.000382,4,0.291,-23.344,1,"The Sorcerer / Act 2: 23. Oh, my voice is sad and low",0,01-01-1953,0.0438,168.929,0.15,1953
0.702,['Sacha Guitry'],0.718,281987,0.37,0,11,0.356,-13.748,1,Montage d'un film,0,1953,0.874,116.41,0.84,1953
0.992,"['Reynaldo Hahn', 'Jacques Jansen', 'Jacqueline Bonneau']",0.231,130480,0.123,0.00119,2,0.0991,-17.392,1,Si mes vers avaient des ailes,0,01-01-1953,0.0516,169.924,0.0673,1953
0.98,"['Amilcare Ponchielli', 'Maria Callas', 'Antonino Votto', 'Fedora Barbieri', 'Orchestra di Torino Della RAI']",0.464,95107,0.0997,0.000139,7,0.748,-14.083,1,"Ponchielli: La Gioconda, Act 2: ""II mio braccio t'afferra!"" (Gioconda, Laura)",0,1953,0.126,72.818,0.103,1953
0.986,['Asha Bhosle'],0.504,198427,0.33,0.0102,3,0.239,-6.975,1,Kaisa Jadoo Dala Re Balma,0,01-12-1953,0.0576,145.086,0.799,1953
0.988,"['Robert Schumann', 'Pablo Casals']",0.517,190267,0.151,0.894,5,0.118,-18.414,1,"5 Stücke im Volkston, Op. 102: I. Mit Humor",0,1953,0.0358,94.486,0.542,1953
0.862,['Count Basie'],0.741,217400,0.235,0.012,5,0.0829,-12.061,0,The Blues Done Come Back,2,01-01-1953,0.0364,109.074,0.214,1953
0.964,"['Ludwig van Beethoven', 'Wolfgang Schneiderhan', 'Wilhelm Kempff']",0.262,592000,0.0215,0.0028,8,0.0586,-26.404,1,"Violin Sonata No. 7 in C Minor, Op. 30 No. 2: II. Adagio cantabile",0,01-01-1953,0.0388,96.76,0.13,1953
0.993,"['Richard Wagner', 'Solisten des Bayerischen Rundfunkchors', 'Bayerischer Rundfunkchor', 'Bayerisches Rundfunkorchester', 'Eugen Jochum']",0.148,302800,0.0621,0.117,3,0.0924,-23.606,1,"Lohengrin, WWV 75 / Act 3: ""Treulich geführt ziehet dahin""",0,01-07-1953,0.0439,173.717,0.0433,1953
0.934,"['Hector Berlioz', 'Arturo Toscanini']",0.395,26880,0.469,0.973,2,0.214,-13.449,0,"Roméo et Juliette, Op. 17, H. 79: Bruits lointaines de concert et de bal",0,1953,0.0346,101.958,0.78,1953
0.609,['Charlie Parker'],0.447,46693,0.445,4.71E-05,5,0.518,-19.18,1,Old Folks - Take 2 / False Start,3,23-09-1953,0.304,81.49,0.363,1953
0.72,['Yves Montand'],0.741,168813,0.19,0,7,0.108,-15.803,0,Mon pot' le gitan,1,1953,0.119,104.849,0.369,1953
0.881,"['Richard Wagner', 'Arturo Toscanini']",0.0879,218133,0.0349,0.839,10,0.156,-18.154,0,"Götterdämmerung, WWV 86D: Dawn",0,1953,0.0361,85.592,0.139,1953
0.98,"['Claude Debussy', 'Walter Gieseking']",0.252,165727,0.437,0.913,7,0.108,-11.07,1,"Debussy: Préludes, Book 1, L. 125, L. 117: VII. Ce qu'a vu le vent d'ouest",3,1953,0.0352,72.837,0.0361,1953
0.971,['Vera Hall and Dock Reed'],0.482,92027,0.0747,1.39E-05,1,0.17,-12.88,1,Troubled Lord I'm Troubled,0,01-01-1953,0.0502,98.475,0.494,1953
0.984,"['Engelbert Humperdinck', 'Herbert von Karajan', 'Josef Metternich', 'Philharmonia Orchestra']",0.339,146133,0.191,0.00667,9,0.583,-17.755,0,"Humperdinck: Hänsel und Gretel, Act I: ""Ral la la la, ral la la la, Heissa Mutter, ich bin da!"" (Vater)",0,1953,0.0381,63.415,0.356,1953
0.87,['Unspecified'],0.437,84160,0.124,0,9,0.829,-19.691,0,A Bwè 1,0,01-01-1953,0.146,108.07,0.652,1953
0.788,['Lionel Hampton'],0.49,220667,0.364,0.000432,8,0.127,-11.356,1,More and More Crazy,2,22-09-1953,0.0369,161.388,0.461,1953
0.964,"['Franz Lehár', 'Elisabeth Schwarzkopf', 'Otto Ackermann', 'Philharmonia Orchestra']",0.217,166347,0.0913,6.01E-06,9,0.232,-25.344,1,"Lehár: Das Land des Lächelns, Act 1: No. 4, Duett, ""Ach, trinken Sie vielleicht mit mir … Bei einem Tee à deux"" (Lisa, Sou-Chong)",0,1953,0.0577,60.57,0.226,1953
0.986,['Lata Mangeshkar'],0.525,208128,0.1,0,0,0.128,-9.02,1,Raat Gungunati Hain,0,01-01-1953,0.0788,134.515,0.513,1953
0.992,['Paul Lingle'],0.581,208093,0.114,0.896,3,0.175,-18.654,1,Memphis Blues,1,01-01-1953,0.0408,108.955,0.625,1953
0.929,['Athanase Sika'],0.597,245560,0.726,0.00678,2,0.335,-8.88,1,Nyankan Nin Kwinwo,0,1953,0.138,127.653,0.503,1953
0.99,"['Wolfgang Amadeus Mozart', 'Elisabeth Schwarzkopf', 'Sir John Pritchard', 'Philharmonia Orchestra']",0.266,357227,0.156,0.00991,4,0.114,-17.077,1,"Mozart: Idomeneo, re di Creta, K. 366, Act III: ""Zeffiretti lusinghieri"" (Ilia)",0,01-01-1953,0.0427,110.017,0.0838,1953
0.901,"['Richard Wagner', 'Helena Braun', 'Ferdinand Frantz', 'Bayerisches Rundfunkorchester', 'Eugen Jochum']",0.331,215147,0.321,7.12E-06,7,0.129,-13.116,1,"Lohengrin, WWV 75 / Act 2: ""Erhebe dich, Genossin meiner Schmach!""",0,01-07-1953,0.0439,111.323,0.0771,1953
0.756,['Domenico Modugno'],0.297,217520,0.21,0,0,0.133,-14.671,1,E Vene 'O Sole,3,1953,0.0314,103.11,0.197,1953
0.962,"['Arthur Sullivan', 'Neville Griffith', 'New Symphony Orchestra', 'Isidore Godfrey']",0.501,42720,0.102,0,2,0.125,-17.853,0,The Sorcerer / Act 2: 25. Prepare for sad surprises,0,01-01-1953,0.147,66.009,0.308,1953
0.993,"['Vincenzo Bellini', 'Nicola Rossi-Lemeni', 'Coro Del Teatro Alla Scala Di Milano', 'Vittore Veneziani', 'Orchestra Del Teatro Alla Scala, Milano', 'Tullio Serafin', 'Orchestra Del Teatro Alla Scala Di Milan']",0.201,255333,0.248,0.6,8,0.189,-16.603,1,"I Puritani (1997 - Remaster), Act II: Cinta di fiori e col ben crin disciolto (Giorgio/Coro)",0,1953,0.0635,71.55,0.135,1953
0.985,"['Gaetano Donizetti', 'Maria Callas', 'Anna Maria Canali', 'Orchestra del Maggio Musicale Fiorentino', 'Tullio Serafin']",0.228,240200,0.174,0.00505,2,0.23,-13.472,0,"Donizetti: Lucia di Lammermoor, Act 1: ""Regnava nel silenzio alta la notte e bruna"" (Lucia, Alisa)",2,1953,0.054,75.849,0.167,1953
0.933,['Group of Hanunóo musicians'],0.444,136680,0.933,0.928,5,0.418,-9.569,0,Kalīpay,1,01-01-1953,0.0542,143.316,0.404,1953
0.825,['Carolyn Leigh'],0.657,57809,0.334,0,2,0.256,-17.392,0,Tarantella,2,1954,0.717,140.188,0.683,1954
0.98,"['Giuseppe Verdi', 'Gabriele Santini', 'Maria Callas', 'Orchestra Sinfonica Di Torino Della Rai']",0.342,299973,0.131,9.57E-06,5,0.154,-14.026,1,"Verdi : La Traviata : Act 1 ""Un dì, felice, eterea"" [Alfredo, Violetta, Gastone]",13,1954,0.0476,76.741,0.16,1954
0.882,['Thelonious Monk Trio'],0.535,187267,0.575,0.914,5,0.128,-9.569,0,Bemsha Swing,5,1954,0.0327,88.688,0.534,1954
0.519,['Art Blakey Quintet'],0.427,553325,0.83,0.00194,5,0.297,-8.702,1,"Confirmation - Live At Birdland, New York/1954",4,01-01-1954,0.0425,129.763,0.816,1954
0.991,['Oscar Peterson'],0.421,160464,0.0813,0.929,5,0.12,-21.776,1,Can't Help Loving That Man,3,08-03-1954,0.0387,84.728,0.128,1954
0.991,['Oscar Peterson'],0.402,175591,0.0985,0.915,7,0.111,-19.571,1,Blue Moon,2,08-09-1954,0.0381,161.736,0.227,1954
0.954,['Paul Bley'],0.494,210947,0.361,0.867,2,0.126,-13.016,0,Time On My Hands,4,01-01-1954,0.0417,150.113,0.658,1954
0.961,['Jackie Gleason'],0.181,221560,0.277,0.834,2,0.184,-12.3,0,I Cover The Waterfront,3,18-01-1954,0.0333,91.177,0.151,1954
0.822,['Judy Garland'],0.307,45773,0.33,0.976,10,0.128,-14.778,1,First Day In The Studio/The Man That Got Away - Previously Unreleased Version,5,1954,0.0426,120.685,0.231,1954
0.948,"['Nikolai Rimsky-Korsakov', 'Fritz Reiner', 'Sidney Harth']",0.304,695547,0.186,0.835,4,0.146,-16.946,0,"Scheherazade, Op. 35: II. The Story of the Kalender Prince",2,1954,0.0487,110.208,0.0631,1954
0.937,"['Andrés Segovia', 'Felix Mendelssohn']",0.445,274920,0.0668,0.914,9,0.103,-31.597,1,"String Quartet No. 1 in E-Flat Major, Op. 12: II. Canzonetta (arr. A. Segovia)",3,1954,0.0396,116.508,0.636,1954
0.692,['Count Basie'],0.599,167653,0.188,0.0242,5,0.0833,-15.143,0,Two For The Blues,4,01-01-1954,0.0444,123.878,0.387,1954
0.719,['Art Blakey'],0.679,175600,0.693,2.67E-05,0,0.268,-8.729,0,Futurity,2,01-01-1954,0.0495,123.763,0.891,1954
0.888,['Cuco Sánchez'],0.476,199907,0.095,0,2,0.153,-18.077,1,Tú Solo Tú,2,1954,0.0387,143.183,0.453,1954
0.509,"['Richard Strauss', 'Fritz Reiner']",0.181,524493,0.452,0.921,0,0.233,-13.549,0,"Ein Heldenleben, Op. 40: The Hero's Battlefield",2,1954,0.0387,103.106,0.143,1954
0.878,"['Odetta', 'Larry']",0.419,136146,0.609,0,8,0.091,-1.437,1,Santy Anno,2,07-04-1954,0.0319,115.145,0.92,1954
0.886,['Margaret Whiting'],0.339,175400,0.139,6.09E-06,3,0.145,-10.77,1,Younger Than Springtime,2,01-01-1954,0.0356,89.592,0.202,1954
0.945,['Jackie Gleason'],0.161,206667,0.201,0.891,3,0.145,-14.172,1,Shangri-La,4,03-05-1954,0.0333,89.192,0.0771,1954
0.991,['Oscar Peterson'],0.772,240361,0.131,0.93,1,0.0942,-17.833,1,I Found A Million Dollar Baby In A Five And Ten Cent Store,2,15-11-1954,0.0515,107.453,0.619,1954
0.992,"['Johann Sebastian Bach', 'Jascha Heifetz']",0.354,191827,0.143,0.842,5,0.345,-19.284,1,"Partita No. 2 in D Minor, BWV 1004: I. Allemande",7,1954,0.0804,73.897,0.971,1954
0.993,['Meredydd Evans'],0.525,83507,0.0255,0.0646,6,0.101,-22.785,0,Y Cariad Cyntaf,4,01-01-1954,0.1,105.758,0.248,1954
0.99,['Kenny Drew'],0.52,196000,0.295,0.916,2,0.109,-15.847,1,Four And Five,4,01-01-1954,0.0425,107.848,0.547,1954
0.853,"['Oscar Peterson', 'Buddy DeFranco']",0.508,147480,0.559,0.00716,0,0.316,-11.216,0,Strike Up The Band,7,01-01-1954,0.0358,155.322,0.892,1954
0.696,"['MGM Studio Orchestra', 'Johnny Green']",0.292,249160,0.62,0.851,3,0.855,-14.622,1,The Wedding Dance,3,08-09-1954,0.308,137.124,0.35,1954
0.809,"[""Cal Tjader's Modern Mambo Quintet""]",0.795,238200,0.386,0.874,1,0.106,-14.984,1,Dearly Beloved,2,11-09-1954,0.057,119.8,0.807,1954
0.913,['Cuco Sánchez'],0.566,154667,0.108,0,0,0.0922,-17.062,1,La Chancla,1,1954,0.0466,78.392,0.416,1954
0.638,['Louis Armstrong'],0.45,311707,0.397,8.82E-06,7,0.813,-8.623,1,Do You Know What It Means to Miss New Orleans - Live,5,1954,0.0461,87.761,0.543,1954
0.984,['Pete Seeger'],0.6,135507,0.14,0.0028,3,0.23,-20.467,1,Deep Blue Sea,3,01-01-1954,0.043,95.689,0.671,1954
0.919,['Janamma David'],0.455,197027,0.445,0.788,8,0.243,-15.741,1,Ellarum Chollanu,5,01-12-1954,0.22,176.096,0.643,1954
0.993,['Emerante de Pradines'],0.5,171907,0.045,0.316,9,0.15,-20.376,1,Soleil (The Sun),2,01-01-1954,0.0378,94.027,0.292,1954
0.989,['Oscar Peterson'],0.498,192677,0.13,0.938,0,0.119,-18.927,0,Serenade In Blue,2,15-11-1954,0.0416,140.111,0.158,1954
0.734,['Harry Bordon'],0.489,187307,0.292,0,0,0.282,-11.732,1,'t Kapelke,5,14-02-1954,0.196,87.15,0.549,1954
0.871,['Judy Garland'],0.188,105733,0.203,0.939,1,0.102,-14.674,1,Esther's Awful Makeup/The Man That Got Away - Previously Unreleased Version,4,1954,0.037,124.879,0.0883,1954
0.977,"['Giacomo Puccini', 'Maria Callas', 'Tullio Serafin', 'Philharmonia Orchestra']",0.22,384173,0.183,0.000255,2,0.198,-11.36,1,"Puccini: Turandot, Act 2: ""In questa Reggia"" (Turandot)",11,1954,0.0385,81.399,0.0639,1954
0.632,['Charlie Mariano'],0.549,334360,0.688,0.00924,7,0.133,-5.346,0,Johnny One Note - 2013 Remastered Version,3,1954,0.0366,129.279,0.611,1954
0.0561,['Django Reinhardt'],0.581,198320,0.448,0.787,8,0.208,-10.187,1,Nuages,3,19-07-1954,0.0915,97.63,0.426,1954
0.828,"['Richard Rodgers', 'Jack Cassidy', 'Holly Harris', 'Lehman Engel']",0.552,138307,0.288,1.33E-06,8,0.531,-10.424,1,The Boys from Syracuse: This Can't Be Love,3,1954,0.0352,107.541,0.588,1954
0.948,"['Giuseppe Verdi', 'Gabriele Santini', 'Maria Callas', 'Orchestra Sinfonica Di Torino Della Rai']",0.403,310733,0.262,8.09E-05,9,0.429,-12.436,1,"Verdi : La Traviata : Act 1 ""Dell' invito trascorsa è già l' ora"" [Chorus, Violetta, Flora, Marchese, Gastone, Alfredo, Barone]",13,1954,0.0612,144.726,0.289,1954
0.982,['Pete Seeger'],0.533,99293,0.17,0.126,7,0.137,-19.393,1,Delia's Gone,3,01-01-1954,0.128,88.686,0.54,1954
0.766,"['Irving Berlin', 'Ethel Merman', 'Mitzi Gaynor']",0.546,281427,0.454,7.46E-06,1,0.534,-9.62,1,A Sailor's Not A Sailor ('Til A Sailor's Been Tatooed),4,1954,0.155,135.913,0.796,1954
0.682,['Sudhir Phadke'],0.327,654693,0.44,0,7,0.324,-8.881,1,Swaye Shri Ramprabhu Aikati,3,01-12-1954,0.0375,81.556,0.383,1954
0.923,['Judy Garland'],0.0725,95533,0.362,0.962,0,0.114,-12.281,1,The Last Swim/The Man That Got Away - Previously Unreleased Version,4,1954,0.0341,178.509,0.0655,1954
0.973,['Louise Bennett'],0.726,87387,0.0493,0,7,0.405,-20.602,1,Under the Cocoanut Tree,4,01-01-1954,0.0565,137.033,0.729,1954
0.987,"['Giacomo Puccini', 'Maria Callas', 'Philharmonia Orchestra', 'Tullio Serafin']",0.2,274493,0.082,4.75E-05,1,0.103,-15.873,1,"Puccini: Madama Butterfly, Act 2: ""Un bel dì vedremo"" (Madama Butterfly)",11,1954,0.0442,80.894,0.0758,1954
0.851,['Chet Baker'],0.685,171227,0.392,0.076,5,0.144,-11.001,1,A Dandy Line - Alternate Take,6,01-01-1954,0.0469,124.235,0.877,1954
0.977,['Oscar Peterson'],0.686,249697,0.179,0.845,7,0.134,-15.095,0,I Only Have Eyes For You,2,15-11-1954,0.0577,113.226,0.48,1954
0.989,['Oscar Peterson'],0.636,176311,0.223,0.942,0,0.103,-17.385,1,The Lady Is A Tramp,2,08-09-1954,0.0504,103.863,0.696,1954
0.944,"['Doris Day', 'Harry James']",0.525,194493,0.0416,0.00289,3,0.193,-21.008,0,Too Marvelous For Words,2,1954,0.0466,71.761,0.436,1954
0.0811,['Louie Bellson'],0.451,472893,0.82,0.827,0,0.419,-14.182,0,Skin Deep,2,01-01-1954,0.0431,103.205,0.235,1954
0.596,['Art Blakey'],0.677,192600,0.404,0.00675,0,0.147,-11.045,0,In The Basement,3,01-01-1954,0.0632,93.93,0.696,1954
0.976,"['Giuseppe Verdi', 'Gabriele Santini', 'Maria Callas', 'Orchestra Sinfonica Di Torino Della Rai']",0.272,259533,0.073,7.06E-05,2,0.0778,-16.596,0,"Verdi : La Traviata : Act 2 ""Dammi tu forza, o cielo... Amami Alfredo"" [Violetta, Annina, Alfredo]",10,1954,0.0533,78.717,0.0365,1954
0.833,['Thelonious Monk'],0.398,340027,0.407,6.43E-06,0,0.0766,-9.923,1,Think Of One [Take 1] - RVG Remaster,5,1954,0.0388,78.807,0.389,1954
0.976,"['Andrés Segovia', 'Robert de Visée']",0.639,108080,0.0104,0.826,2,0.101,-24.966,0,Suite in D Minor (arr. A. Segovia): IV. Sarabande,4,1954,0.0655,114.993,0.387,1954
0.809,"['Nikolai Rimsky-Korsakov', 'Fritz Reiner', 'Sidney Harth']",0.227,700387,0.313,0.657,9,0.13,-15.051,0,"Scheherazade, Op. 35: IV. Festival at Bagdad - The Sea - The Ship Breaks Against a Cliff Surmounted by a Bronze Horseman- Conclusion",2,1954,0.0595,87.652,0.0949,1954
0.987,"['Josef Strauss', 'Fritz Reiner']",0.237,456573,0.102,0.831,3,0.112,-18.233,1,"Village Swallows, Op. 164 - Remastered",3,1954,0.049,181.446,0.212,1954
0.984,"['Giacomo Puccini', 'Maria Callas', 'Tullio Serafin', 'Philharmonia Orchestra']",0.211,333413,0.0738,0.000687,9,0.0925,-18.933,0,"Puccini: Suor Angelica, 'Sister Angelica': ""Senza mamma, O bimbo"" (Sister Angelica)",10,1954,0.0435,84.173,0.0432,1954
0.75,['Erroll Garner'],0.539,390307,0.563,0.794,2,0.338,-11.677,1,Mambo Garner,3,01-01-1954,0.0424,124.162,0.538,1954
0.938,['Kenny Drew'],0.63,338613,0.143,0.87,8,0.109,-19.097,1,My Beautiful Lady,5,01-01-1954,0.0679,135.608,0.395,1954
0.866,['Johnnie Ray'],0.459,182293,0.192,0,0,0.562,-9.685,1,Cry,3,1954,0.028,70.096,0.329,1954
0.782,['Mohammed Rafi'],0.329,197973,0.359,9.09E-06,6,0.324,-10.55,1,O Door Ke Musafir,6,01-12-1954,0.0309,109.51,0.648,1954
0.465,['Art Blakey Quintet'],0.355,525534,0.667,0.0314,5,0.358,-8.396,0,"Quicksilver - Live At Birdland, New York/1954",4,01-01-1954,0.0442,158.189,0.657,1954
0.991,['Oscar Peterson'],0.436,158182,0.0744,0.962,5,0.0956,-22.537,1,Time On My Hands,2,07-02-1954,0.0322,73.579,0.256,1954
0.7,['Judy Garland'],0.405,101840,0.678,0.605,3,0.315,-8.881,1,Night Of The Stars - Previously Unreleased Version,5,1954,0.0486,80.006,0.642,1954
0.991,"['Johann Sebastian Bach', 'Jascha Heifetz']",0.251,187773,0.103,0.894,7,0.137,-20.953,0,"Partita No. 2 in D Minor, BWV 1004: III. Sarabande",6,1954,0.0491,136.332,0.445,1954
0.924,"['Johann Sebastian Bach', 'Jascha Heifetz', 'Alfred Wallenstein']",0.558,225933,0.273,0.00175,9,0.0653,-14.777,0,"Concerto No. 1 in A Minor, BWV 1041: Allegro",4,1954,0.0557,95.739,0.672,1954
0.825,['Carolyn Leigh'],0.71,87667,0.201,0,2,0.334,-20.794,0,Hook's Tango,2,1954,0.642,72.677,0.351,1954
0.661,['Judy Garland'],0.0783,149733,0.345,0.911,7,0.337,-12.469,1,Esther In The Boarding House/The Man That Got Away - Previously Unreleased Version,4,1954,0.0404,49.91,0.116,1954
0.842,['Chet Baker'],0.616,121800,0.464,0.494,10,0.0548,-8.216,1,Little Old Lady - Alternate Take,6,01-01-1954,0.0993,133.635,0.902,1954
0.921,"['Dinah Washington', 'Clifford Brown']",0.426,316507,0.264,0.0259,7,0.775,-12.475,0,Darn That Dream,3,01-01-1954,0.0668,80.14,0.281,1954
0.859,"['Andrés Segovia', 'Robert de Visée']",0.659,79027,0.182,0.909,9,0.109,-24.522,0,Suite in D Minor (arr. A. Segovia): VIII. Gigue,3,1954,0.0471,67.366,0.694,1954
0.309,['Count Basie'],0.566,241160,0.192,0.000789,5,0.11,-15.54,1,Bubbles,5,01-01-1954,0.0437,117.556,0.457,1954
0.978,"['Giuseppe Verdi', 'Gabriele Santini', 'Maria Callas', 'Orchestra Sinfonica Di Torino Della Rai']",0.374,90426,0.0232,0.000187,5,0.178,-20.266,1,"Verdi : La Traviata : Act 1 ""E' strano!... E' strano!..."" [Violetta]",12,1954,0.0567,136.72,0.0941,1954
0.959,"['Michel LaRue', 'Alex Foster', 'The Drinking Gourds']",0.508,199506,0.0917,9.48E-06,4,0.116,-17.758,0,Follow the Drinking Gourd,3,06-07-1954,0.0609,123.555,0.196,1954
0.466,['Count Basie'],0.386,193627,0.737,0.0418,8,0.314,-12.394,1,You For Me,4,01-01-1954,0.0853,149.318,0.439,1954
0.686,['La Sonora Matancera'],0.669,167602,0.697,0.0254,4,0.0802,-3.227,1,Que Cinturita,6,12-09-1954,0.058,134.881,0.883,1954
0.815,['Paul Bley'],0.452,164107,0.546,0.306,5,0.169,-9.706,0,Topsy,6,01-01-1954,0.036,95.614,0.899,1954
0.96,['Moose Charlap'],0.689,53629,0.212,0.00011,2,0.0689,-15.08,1,Pirate Song,2,1954,0.0465,116.56,0.823,1954
0.987,['Oscar Peterson'],0.647,195335,0.174,0.926,10,0.108,-18.179,1,A Fine Romance,3,08-03-1954,0.0457,128.036,0.557,1954
0.416,"['Vic Damone', 'Robert Smale & His Orchestra']",0.6,141867,0.318,1.48E-06,8,0.179,-13.602,1,Am I Blue (with Robert Smale & His Orchestra),3,1954,0.0386,125.524,0.463,1954
0.913,"['Andrés Segovia', 'Alonso Mudarra']",0.537,123280,0.185,0.586,1,0.13,-23.645,1,"Romanesca, ""Guardame las vacas"" (arr. for guitar)",4,1954,0.05,82.378,0.428,1954
0.912,['Joe Gordon'],0.618,265093,0.232,0.883,1,0.123,-11.83,0,Body And Soul,2,01-01-1954,0.0505,134.537,0.437,1954
0.899,"['Édouard Lalo', 'Jascha Heifetz', 'William Steinberg']",0.219,344533,0.137,0.541,2,0.115,-21.566,1,"Symphonie espagnole, Op. 21: Andante",7,1954,0.0406,111.913,0.058,1954
0.994,"['Johann Sebastian Bach', 'Jascha Heifetz']",0.411,164187,0.121,0.66,7,0.122,-20.552,0,"Partita No. 2 in D Minor, BWV 1004: II. Courante",6,1954,0.0676,129.379,0.962,1954
0.787,['Harry Belafonte'],0.679,99591,0.391,0,7,0.0547,-13.235,1,"Soldier, Soldier",3,23-01-1954,0.0508,107.984,0.869,1954
0.199,['Andre Kostelanetz'],0.617,137693,0.73,0.924,7,0.645,-10.657,1,Fools Rush (Where Angels Fear To Tread),2,1954,0.042,124.298,0.901,1954
0.872,"['Richard Rodgers', 'Portia Nelson', 'Holly Harris', 'Bibi Osterwald', 'Lehman Engel']",0.656,188827,0.287,0,1,0.835,-12.425,1,The Boys from Syracuse: Sing for Your Supper,3,1954,0.1,91.861,0.59,1954
0.479,['Art Blakey'],0.664,180133,0.549,0.038,9,0.257,-10.25,0,Salute to Birdland,2,01-01-1954,0.0462,128.947,0.654,1954
0.773,"['Doris Day', 'Harry James']",0.575,181000,0.281,2.03E-05,10,0.212,-12.175,1,I May Be Wrong (But I Think You're Wonderful),4,1954,0.0766,146.413,0.812,1954
0.684,"['Irving Berlin', 'Johnnie Ray']",0.341,199667,0.272,0,0,0.0626,-11.765,1,If You Believe,4,1954,0.0623,174.405,0.439,1954
0.949,['Al Haig Trio'],0.542,320400,0.182,0.503,1,0.269,-17.411,1,Round About Midnight,4,03-07-1954,0.0403,122.044,0.232,1954
0.983,['Lata Mangeshkar'],0.35,224707,0.44,0.825,10,0.36,-9.981,0,Tere Sadke Balam,3,31-12-1954,0.0368,149.711,0.839,1954
0.949,"['Giacomo Puccini', 'Maria Callas', 'Philharmonia Orchestra', 'Tullio Serafin']",0.28,222533,0.188,0.000701,11,0.124,-12.006,0,"Puccini: Madama Butterfly, Act 2: ""Con onor muore"" (Madama Butterfly)",10,1954,0.0405,90.864,0.0668,1954
0.79,['Chet Baker'],0.609,155133,0.506,0.681,3,0.114,-10.747,1,Bockhanal - Alternate Take,7,01-01-1954,0.0413,141.248,0.93,1954
0.909,"['Dick Beavers', 'MGM Studio Orchestra']",0.179,52227,0.0851,3.44E-05,2,0.577,-21.556,1,Once In the Highlands,3,08-09-1954,0.0371,168.324,0.29,1954
0.917,"['Irving Berlin', 'Ethel Merman', 'Dan Dailey']",0.301,208360,0.296,0,0,0.189,-11.063,1,A Pretty Girl Is Like A Melody,5,1954,0.0547,53.977,0.365,1954
0.991,"['Giacomo Puccini', 'Maria Callas', 'Philharmonia Orchestra', 'Tullio Serafin']",0.263,167333,0.167,0.122,3,0.102,-14.894,0,"Puccini: Turandot, Act 3: ""Tu, che di gel sei cinta"" (Turandot)",10,1954,0.0469,80.495,0.0403,1954
0.919,['Pete Seeger'],0.696,69787,0.12,2.89E-06,7,0.264,-25.336,1,A Basic Strum,3,01-01-1954,0.282,70.459,0.359,1954
